"multilabel_id","query","filters","gold_answers","context","gold_contexts","gold_id_match","context_match","answer_match","gold_id_or_answer_match","gold_id_and_answer_match","gold_id_or_context_match","gold_id_and_context_match","gold_id_and_context_and_answer_match","context_and_answer_match","rank","document_id","gold_document_ids","gold_documents_id_match","gold_contexts_similarity","gold_answers_match","type","node","eval_mode","index"
"349d807285fdbda48a6e3506bccaf483","Wann findet das Praxissemester statt?","b'null'","['Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen.']","(6) Integriertes praktisches Studiensemester Die Zulassung zum praktischen Studiensemester erfolgt, wenn eine Zulassung zum Hauptstudium gegeben ist.","['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"385d9365fca6e121923a8bc1829608e7-0","['39428dd80be6e4bbc58853b34a768262-0']","[0.0]","[65.09540636042402]","[0.0]","document","Retriever","integrated",0
"349d807285fdbda48a6e3506bccaf483","Wann findet das Praxissemester statt?","b'null'","['Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen.']","§ 2 Regelstudienzeit, Studienaufbau und Modularisierung (3) Das erste Studiensemester ist ein Assessmentsemester. Neben den Fachgrundlagen soll es die Lern- und Arbeitstechniken für ein erfolgreiches Studium vermitteln. Die Studierfähigkeit wird gefördert und überprüft. Das Assessmentsemester soll den Studierenden ermöglichen, zu erkennen, ob der Studiengang für sie geeignet ist. Die Bestimmungen zum Assessmentsemester sind im Besonderen Teil festgelegt","['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"11a0bdb62a8d04b8af5f7cea3ba66e71-0","['39428dd80be6e4bbc58853b34a768262-0']","[0.0]","[50.53138272770175]","[0.0]","document","Retriever","integrated",1
"349d807285fdbda48a6e3506bccaf483","Wann findet das Praxissemester statt?","b'null'","['Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen.']","§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.","['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,"39428dd80be6e4bbc58853b34a768262-0","['39428dd80be6e4bbc58853b34a768262-0']","[1.0]","[100.0]","[1.0]","document","Retriever","integrated",2
"349d807285fdbda48a6e3506bccaf483","Wann findet das Praxissemester statt?","b'null'","['Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen.']","(15) Wahlpflichtmodul Der Katalog der Lehrveranstaltungen des Wahlpflichtmoduls für Vertiefungsrichtungen wird zu Beginn jedes Semesters bekannt gegeben. Im Katalog werden die Lehrveranstaltungen durch Angabe ihrer Titel und der jeweiligen ECTS-Punkte beschrieben. Daneben können auch benotete Lehrveranstaltungen aus dem Studium Generale oder aus dem Angebot anderer Fakultäten nach Genehmigung durch den/die Studiengangleiter/in im Umfang von maximal 6 ECTS belegt werden. Die Anmeldung zu den Prüfungen erfolgt durch die Studierenden beim Zentralen Prüfungsamt.","['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"ffea296144b7badaedf9f667c827c909-0","['39428dd80be6e4bbc58853b34a768262-0']","[0.0]","[44.29756038937628]","[0.0]","document","Retriever","integrated",3
"349d807285fdbda48a6e3506bccaf483","Wann findet das Praxissemester statt?","b'null'","['Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen.']","(4) Studienumfang Der Gesamtumfang der für den erfolgreichen Abschluss des Studiums erforderlichen Lehrveranstaltungen im Pflicht- und Wahlpflichtbereich beträgt 120 Semesterwochenstunden (SWS), der Arbeitsaufwand 210 ECTS-Punkte.","['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"2131af417fd5706a38ebb04f65d19794-0","['39428dd80be6e4bbc58853b34a768262-0']","[0.0]","[44.78260869565217]","[0.0]","document","Retriever","integrated",4
"b1740d323e0a5ad5867e41757e73e9e3","Wie muss ich mich für eine Vertiefungsrichtung entscheiden?","b'null'","['Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen.']","(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.","['(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"32d40977cc9392c763e7fa123dfac3e2-0","['32d40977cc9392c763e7fa123dfac3e2-0']","[1.0]","[100.0]","[1.0]","document","Retriever","integrated",0
"b1740d323e0a5ad5867e41757e73e9e3","Wie muss ich mich für eine Vertiefungsrichtung entscheiden?","b'null'","['Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen.']","(15) Wahlpflichtmodul Der Katalog der Lehrveranstaltungen des Wahlpflichtmoduls für Vertiefungsrichtungen wird zu Beginn jedes Semesters bekannt gegeben. Im Katalog werden die Lehrveranstaltungen durch Angabe ihrer Titel und der jeweiligen ECTS-Punkte beschrieben. Daneben können auch benotete Lehrveranstaltungen aus dem Studium Generale oder aus dem Angebot anderer Fakultäten nach Genehmigung durch den/die Studiengangleiter/in im Umfang von maximal 6 ECTS belegt werden. Die Anmeldung zu den Prüfungen erfolgt durch die Studierenden beim Zentralen Prüfungsamt.","['(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"ffea296144b7badaedf9f667c827c909-0","['32d40977cc9392c763e7fa123dfac3e2-0']","[0.0]","[52.303995352399056]","[0.0]","document","Retriever","integrated",1
"b1740d323e0a5ad5867e41757e73e9e3","Wie muss ich mich für eine Vertiefungsrichtung entscheiden?","b'null'","['Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen.']","(17) Bachelorarbeit Bei der Anmeldung zur Bachelorarbeit müssen gemäß § 30 Abs. 1 Nr. 2 des Allgemeinen Teils alle Modul- bzw. Modulteilprüfungen, die den ersten fünf Semestern fest zugeordnet sind, bestanden sein und zusätzlich 12 ECTS-Punkte aus den Modulen der Vertiefungsrichtung nachgewiesen werden. Der Prüfungsausschuss kann ausnahmsweise die Anmeldung einer Bachelorarbeit zulassen, wenn die/der Studierende darstellen kann, dass sie/er alle offenen Prüfungsleistungen im laufenden Semester abschließen kann. (18) Mündliche Bachelorprüfung Entfällt.","['(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"f195085b01bab160c06aff4bb48e349-0","['32d40977cc9392c763e7fa123dfac3e2-0']","[0.0]","[45.938375350140056]","[0.0]","document","Retriever","integrated",2
"b1740d323e0a5ad5867e41757e73e9e3","Wie muss ich mich für eine Vertiefungsrichtung entscheiden?","b'null'","['Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen.']","§ 2 Regelstudienzeit, Studienaufbau und Modularisierung (2) Das Studium gliedert sich in das Grundstudium, das nach zwei Semestern, in den Studiengängen Kommunikationsdesign und Wirtschaftssprache Deutsch und Tourismusmanagement nach drei Semestern, mit der Bachelorzwischenprüfung abschließt, und das Hauptstudium, das mit der Bachelorprüfung abschließt.","['(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"7984f4fd0100d0397bfe84fbd4840ab3-0","['32d40977cc9392c763e7fa123dfac3e2-0']","[0.0]","[43.943661971830984]","[0.0]","document","Retriever","integrated",3
"b1740d323e0a5ad5867e41757e73e9e3","Wie muss ich mich für eine Vertiefungsrichtung entscheiden?","b'null'","['Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen.']","(4) Studienumfang Der Gesamtumfang der für den erfolgreichen Abschluss des Studiums erforderlichen Lehrveranstaltungen im Pflicht- und Wahlpflichtbereich beträgt 120 Semesterwochenstunden (SWS), der Arbeitsaufwand 210 ECTS-Punkte.","['(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"2131af417fd5706a38ebb04f65d19794-0","['32d40977cc9392c763e7fa123dfac3e2-0']","[0.0]","[48.746803069053705]","[0.0]","document","Retriever","integrated",4
"54eb5bbc8c27ddd4105b2137907ec261","Welche Vertiefungsrichtungen werden angeboten?","b'null'","['Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten.']","(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.","['(3) Vertiefungs- und Studienrichtungen Studierende müssen zu Beginn des fünften Semesters eine von drei Vertiefungsrichtungen wählen. Als Vertiefungsrichtungen werden Artificial Intelligence (AI), Embedded Systems (ES) und Software Engineering (SE) angeboten. Zu Beginn jedes Semesters findet eine Informationsveranstaltung zu den Vertiefungsrichtungen statt. Die Lehrveranstaltungen in den Vertiefungsrichtungen werden in der Regel jährlich angeboten. Zu Beginn jedes Semesters wird das Angebot der Lehrveranstaltungen in den Vertiefungsrichtungen für die beiden kommenden Semester bekanntgegeben.']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"32d40977cc9392c763e7fa123dfac3e2-0","['32d40977cc9392c763e7fa123dfac3e2-0']","[1.0]","[100.0]","[1.0]","document","Retriever","integrated",0
